"comppct.r","compname","majcompflag","mukey","cokey","ksat","cec","awc","total_depth","musym","muname","muacres"
30,"Ovall family","Yes",465066,26550081,28,8.08,0.13,109,"192","Wilder-Ovall families complex_35 to 50 percent slopes",5430
50,"Windy family","Yes",465067,26550082,28,16.08,0.08,152,"193","Windy family_deep-Moderately deep complex_5 to 35 per cent slopes",23388
25,"Windy family","Yes",465067,26550083,28,15.78,0.08,152,"193","Windy family_deep-Moderately deep complex_5 to 35 per cent slopes",23388
5,"Holland family","No",465067,26550084,NA,NA,NA,NA,"193","Windy family_deep-Moderately deep complex_5 to 35 per cent slopes",23388
10,"Rock outcrop","No",465067,26550085,NA,NA,NA,NA,"193","Windy family_deep-Moderately deep complex_5 to 35 per cent slopes",23388
10,"Lithic Xerumbrepts","No",465067,26550086,NA,NA,NA,NA,"193","Windy family_deep-Moderately deep complex_5 to 35 per cent slopes",23388
10,"Unnamed","No",465068,26550087,NA,NA,NA,NA,"194","Windy family_deep-Moderately deep complex_35 to 50 pe rcent slopes",13141
10,"Unnamed","No",465068,26550088,NA,NA,NA,NA,"194","Windy family_deep-Moderately deep complex_35 to 50 pe rcent slopes",13141
10,"Holland family","No",465068,26550089,NA,NA,NA,NA,"194","Windy family_deep-Moderately deep complex_35 to 50 pe rcent slopes",13141
45,"Windy family","Yes",465068,26550090,28,16.08,0.08,152,"194","Windy family_deep-Moderately deep complex_35 to 50 pe rcent slopes",13141
25,"Windy family","Yes",465068,26550091,28,15.78,0.08,152,"194","Windy family_deep-Moderately deep complex_35 to 50 pe rcent slopes",13141
30,"Windy family","Yes",465069,26550092,28,16.08,0.08,152,"195","Windy family_moderately deep-Deep complex_5 to 35 per cent slopes",13905
50,"Windy family","Yes",465069,26550093,28,15.78,0.08,152,"195","Windy family_moderately deep-Deep complex_5 to 35 per cent slopes",13905
10,"Rock outcrop","No",465069,26550094,NA,NA,NA,NA,"195","Windy family_moderately deep-Deep complex_5 to 35 per cent slopes",13905
10,"Lithic Xerumbrepts","No",465069,26550095,NA,NA,NA,NA,"195","Windy family_moderately deep-Deep complex_5 to 35 per cent slopes",13905
10,"Rock outcrop","No",465070,26550096,NA,NA,NA,NA,"196","Windy family_moderately deep-Deep complex_35 to 60 pe rcent slopes",8218
10,"Lithic Xerumbrepts","No",465070,26550097,NA,NA,NA,NA,"196","Windy family_moderately deep-Deep complex_35 to 60 pe rcent slopes",8218
50,"Windy family","Yes",465070,26550098,28,15.78,0.08,152,"196","Windy family_moderately deep-Deep complex_35 to 60 pe rcent slopes",8218
30,"Windy family","Yes",465070,26550099,28,16.08,0.08,152,"196","Windy family_moderately deep-Deep complex_35 to 60 pe rcent slopes",8218
80,"Wintoner family","Yes",465071,26550100,6.86,21.02,0.14,152,"197","Wintoner family_5 to 35 percent slopes",14796
5,"Rock outcrop","No",465071,26550101,NA,NA,NA,NA,"197","Wintoner family_5 to 35 percent slopes",14796
5,"Lithic Xerumbrepts","No",465071,26550102,NA,NA,NA,NA,"197","Wintoner family_5 to 35 percent slopes",14796
10,"Fiddletown family","No",465071,26550103,NA,NA,NA,NA,"197","Wintoner family_5 to 35 percent slopes",14796
10,"Windy family","No",465072,26550104,NA,NA,NA,NA,"198","Wintoner-Inville families complex_15 to 40 percent slo pes",1406
10,"Windy family","No",465072,26550105,NA,NA,NA,NA,"198","Wintoner-Inville families complex_15 to 40 percent slo pes",1406
10,"Holland family","No",465072,26550106,NA,NA,NA,NA,"198","Wintoner-Inville families complex_15 to 40 percent slo pes",1406
40,"Wintoner family","Yes",465072,26550107,6.86,21.02,0.14,152,"198","Wintoner-Inville families complex_15 to 40 percent slo pes",1406
30,"Inville family","Yes",465072,26550108,18.5,13.5,0.12,137,"198","Wintoner-Inville families complex_15 to 40 percent slo pes",1406
50,"Wintoner family","Yes",465073,26550109,6.86,21.02,0.14,152,"199","Wintoner-Tallac families complex_15 to 40 percent slop es",19926
20,"Tallac family","Yes",465073,26550110,28,8.8,0.06,200,"199","Wintoner-Tallac families complex_15 to 40 percent slop es",19926
10,"Rock outcrop","No",465073,26550111,NA,NA,NA,NA,"199","Wintoner-Tallac families complex_15 to 40 percent slop es",19926
10,"Unnamed","No",465073,26550112,NA,NA,NA,NA,"199","Wintoner-Tallac families complex_15 to 40 percent slop es",19926
10,"Lithic Xerumbrepts","No",465073,26550113,NA,NA,NA,NA,"199","Wintoner-Tallac families complex_15 to 40 percent slop es",19926
10,"Unnamed","No",465074,26550114,NA,NA,NA,NA,"200","Xerolls_1 to 10 percent slopes",2806
90,"Xerolls","Yes",465074,26550115,9,13.68,0.16,152,"200","Xerolls_1 to 10 percent slopes",2806
100,"Water","Yes",465075,26550116,NA,NA,NA,NA,"W","Water",3216
40,"Lithnip","Yes",1670092,26550117,9.58,12.5,0.05,38,"100ty","Lithnip-Hawkinspeak-Rock outcrop complex_30 to 75 percent slopes",1817
30,"Hawkinspeak","Yes",1670092,26550118,17.74,19.97,0.1,109,"100ty","Lithnip-Hawkinspeak-Rock outcrop complex_30 to 75 percent slopes",1817
15,"Rock outcrop","Yes",1670092,26550119,NA,NA,NA,NA,"100ty","Lithnip-Hawkinspeak-Rock outcrop complex_30 to 75 percent slopes",1817
3,"Typic Cryaquolls","No",1670092,26550120,59.6,11.74,0.06,152,"100ty","Lithnip-Hawkinspeak-Rock outcrop complex_30 to 75 percent slopes",1817
1,"Aspocket","No",1670092,26550121,21.54,19.34,0.11,163,"100ty","Lithnip-Hawkinspeak-Rock outcrop complex_30 to 75 percent slopes",1817
1,"Chutes","No",1670092,26550122,NA,NA,NA,NA,"100ty","Lithnip-Hawkinspeak-Rock outcrop complex_30 to 75 percent slopes",1817
5,"Lostridge","No",1670092,26550123,28,NA,0.11,99,"100ty","Lithnip-Hawkinspeak-Rock outcrop complex_30 to 75 percent slopes",1817
3,"Hawkinspeak","No",1670092,26550124,17.74,19.97,0.1,109,"100ty","Lithnip-Hawkinspeak-Rock outcrop complex_30 to 75 percent slopes",1817
2,"Hawkridge","No",1670092,26550125,13.32,20.25,0.1,61,"100ty","Lithnip-Hawkinspeak-Rock outcrop complex_30 to 75 percent slopes",1817
1,"Chutes","No",1670093,26550126,NA,NA,NA,NA,"101ty","Lithnip-Rock outcrop-Fishsnooze complex_30 to 75 percent slopes",10032
25,"Rock outcrop","Yes",1670093,26550127,NA,NA,NA,NA,"101ty","Lithnip-Rock outcrop-Fishsnooze complex_30 to 75 percent slopes",10032
20,"Fishsnooze","Yes",1670093,26550128,28,NA,0.09,114,"101ty","Lithnip-Rock outcrop-Fishsnooze complex_30 to 75 percent slopes",10032
40,"Lithnip","Yes",1670093,26550129,9.58,12.5,0.06,38,"101ty","Lithnip-Rock outcrop-Fishsnooze complex_30 to 75 percent slopes",10032
3,"Lithnip","No",1670093,26550130,9.58,12.5,0.06,38,"101ty","Lithnip-Rock outcrop-Fishsnooze complex_30 to 75 percent slopes",10032
3,"Hawkinspeak","No",1670093,26550131,17.74,19.97,0.1,109,"101ty","Lithnip-Rock outcrop-Fishsnooze complex_30 to 75 percent slopes",10032
2,"Hawkridge","No",1670093,26550132,13.32,20.25,0.1,61,"101ty","Lithnip-Rock outcrop-Fishsnooze complex_30 to 75 percent slopes",10032
1,"Pachic Argicryolls","No",1670093,26550133,17.74,19.97,0.1,142,"101ty","Lithnip-Rock outcrop-Fishsnooze complex_30 to 75 percent slopes",10032
1,"Glaciers","No",1670093,26550134,NA,NA,NA,NA,"101ty","Lithnip-Rock outcrop-Fishsnooze complex_30 to 75 percent slopes",10032
1,"Thiefridge","No",1670093,26550135,27.92,27.48,0.11,68,"101ty","Lithnip-Rock outcrop-Fishsnooze complex_30 to 75 percent slopes",10032
1,"Florand","No",1670093,26550136,28,18.57,0.11,152,"101ty","Lithnip-Rock outcrop-Fishsnooze complex_30 to 75 percent slopes",10032
1,"Fishsnooze","No",1670093,26550137,28,NA,0.09,114,"101ty","Lithnip-Rock outcrop-Fishsnooze complex_30 to 75 percent slopes",10032
1,"Fishsnooze","No",1670093,26550138,28,30,0.09,114,"101ty","Lithnip-Rock outcrop-Fishsnooze complex_30 to 75 percent slopes",10032
25,"Rock outcrop","Yes",1670094,26550139,NA,NA,NA,NA,"102ty","Lithnip-Rock outcrop-Fishsnooze complex_8 to 30 percent slopes",776
20,"Fishsnooze","Yes",1670094,26550140,28,NA,0.09,114,"102ty","Lithnip-Rock outcrop-Fishsnooze complex_8 to 30 percent slopes",776
2,"Lithnip","No",1670094,26550141,9.58,12.5,0.06,38,"102ty","Lithnip-Rock outcrop-Fishsnooze complex_8 to 30 percent slopes",776
40,"Lithnip","Yes",1670094,26550142,9.58,12.5,0.06,38,"102ty","Lithnip-Rock outcrop-Fishsnooze complex_8 to 30 percent slopes",776
3,"Hawkinspeak","No",1670094,26550143,17.74,19.97,0.1,109,"102ty","Lithnip-Rock outcrop-Fishsnooze complex_8 to 30 percent slopes",776
2,"Hawkridge","No",1670094,26550144,13.32,20.25,0.1,61,"102ty","Lithnip-Rock outcrop-Fishsnooze complex_8 to 30 percent slopes",776
2,"Rubble land","No",1670094,26550145,NA,NA,NA,NA,"102ty","Lithnip-Rock outcrop-Fishsnooze complex_8 to 30 percent slopes",776
2,"Thiefridge","No",1670094,26550146,27.92,27.48,0.11,68,"102ty","Lithnip-Rock outcrop-Fishsnooze complex_8 to 30 percent slopes",776
1,"Florand","No",1670094,26550147,28,18.57,0.11,152,"102ty","Lithnip-Rock outcrop-Fishsnooze complex_8 to 30 percent slopes",776
1,"Fishsnooze","No",1670094,26550148,28,30,0.09,114,"102ty","Lithnip-Rock outcrop-Fishsnooze complex_8 to 30 percent slopes",776
1,"Aspocket","No",1670094,26550149,21.54,19.34,0.11,163,"102ty","Lithnip-Rock outcrop-Fishsnooze complex_8 to 30 percent slopes",776
1,"Glaciers","No",1670094,26550150,NA,NA,NA,NA,"102ty","Lithnip-Rock outcrop-Fishsnooze complex_8 to 30 percent slopes",776
25,"Jobsis","Yes",1670095,26550151,92,NA,0.04,152,"111ty","Whittell-Jobsis-Rock outcrop complex_30 to 75 percent slopes",7
15,"Rock outcrop","Yes",1670095,26550152,NA,NA,NA,NA,"111ty","Whittell-Jobsis-Rock outcrop complex_30 to 75 percent slopes",7
3,"Typic Cryorthents","No",1670095,26550153,92,NA,0.04,152,"111ty","Whittell-Jobsis-Rock outcrop complex_30 to 75 percent slopes",7
3,"Typic Cryorthents","No",1670095,26550154,92,NA,0.04,152,"111ty","Whittell-Jobsis-Rock outcrop complex_30 to 75 percent slopes",7
2,"Klauspeak","No",1670095,26550155,92,11.1,0.06,152,"111ty","Whittell-Jobsis-Rock outcrop complex_30 to 75 percent slopes",7
1,"Waterpeak","No",1670095,26550156,92,10,0.06,152,"111ty","Whittell-Jobsis-Rock outcrop complex_30 to 75 percent slopes",7
2,"Shalgran","No",1670095,26550157,66.52,11.06,0.06,152,"111ty","Whittell-Jobsis-Rock outcrop complex_30 to 75 percent slopes",7
1,"Buggin","No",1670095,26550158,46.36,9.66,0.06,66,"111ty","Whittell-Jobsis-Rock outcrop complex_30 to 75 percent slopes",7
1,"Typic Cryorthents","No",1670095,26550159,92,NA,0.04,152,"111ty","Whittell-Jobsis-Rock outcrop complex_30 to 75 percent slopes",7
1,"Chutes","No",1670095,26550160,NA,NA,NA,NA,"111ty","Whittell-Jobsis-Rock outcrop complex_30 to 75 percent slopes",7
1,"Glaciers","No",1670095,26550161,NA,NA,NA,NA,"111ty","Whittell-Jobsis-Rock outcrop complex_30 to 75 percent slopes",7
45,"Whittell","Yes",1670095,26550162,102,NA,0.04,152,"111ty","Whittell-Jobsis-Rock outcrop complex_30 to 75 percent slopes",7
40,"Sofgran","Yes",1670096,26550163,92,NA,0.05,152,"130ty","Sofgran-Klauspeak-Temo association",303
30,"Klauspeak","Yes",1670096,26550164,92,11.1,0.06,152,"130ty","Sofgran-Klauspeak-Temo association",303
15,"Temo","Yes",1670096,26550165,75.62,NA,0.05,152,"130ty","Sofgran-Klauspeak-Temo association",303
4,"Rock outcrop","No",1670096,26550166,NA,NA,NA,NA,"130ty","Sofgran-Klauspeak-Temo association",303
4,"Shalgran","No",1670096,26550167,66.52,11.06,0.06,152,"130ty","Sofgran-Klauspeak-Temo association",303
3,"Xeric Humicryepts","No",1670096,26550168,92,11.1,0.06,160,"130ty","Sofgran-Klauspeak-Temo association",303
2,"Stumpatil","No",1670096,26550169,28,11.2,0.08,152,"130ty","Sofgran-Klauspeak-Temo association",303
1,"Hopeval","No",1670096,26550170,13.56,17.66,0.17,152,"130ty","Sofgran-Klauspeak-Temo association",303
1,"Aquic Haplocryolls","No",1670096,26550171,28,20.6,0.09,152,"130ty","Sofgran-Klauspeak-Temo association",303
1,"Lostcannon","No",1670098,26550172,28,20.58,0.11,152,"131ty","Sofgran-Temo-Shalgran association",636
3,"Waterpeak","No",1670098,26550173,92,10.65,0.06,152,"131ty","Sofgran-Temo-Shalgran association",636
40,"Sofgran","Yes",1670098,26550174,92,NA,0.05,152,"131ty","Sofgran-Temo-Shalgran association",636
25,"Temo","Yes",1670098,26550175,75.62,NA,0.05,152,"131ty","Sofgran-Temo-Shalgran association",636
20,"Shalgran","Yes",1670098,26550176,66.52,11.06,0.06,152,"131ty","Sofgran-Temo-Shalgran association",636
2,"Rock outcrop","No",1670098,26550177,NA,NA,NA,NA,"131ty","Sofgran-Temo-Shalgran association",636
2,"Waterpeak","No",1670098,26550178,92,10,0.06,152,"131ty","Sofgran-Temo-Shalgran association",636
2,"Klauspeak","No",1670098,26550179,92,11.1,0.06,152,"131ty","Sofgran-Temo-Shalgran association",636
1,"Hopeval","No",1670098,26550180,13.56,17.66,0.17,152,"131ty","Sofgran-Temo-Shalgran association",636
4,"Buggin","No",1670098,26550181,46.36,9.66,0.06,66,"131ty","Sofgran-Temo-Shalgran association",636
3,"Hopeval","No",1670099,26550182,13.56,22.99,0.18,152,"240ty","Granylith-Hargran-Rock outcrop complex_8 to 30 percent slopes",261
3,"Typic Cryaquolls","No",1670099,26550183,50.1,16.08,0.15,152,"240ty","Granylith-Hargran-Rock outcrop complex_8 to 30 percent slopes",261
5,"Aquic Haplocryolls","No",1670099,26550184,28,20.6,0.09,152,"240ty","Granylith-Hargran-Rock outcrop complex_8 to 30 percent slopes",261
4,"Stumpatil","No",1670099,26550185,28,11.2,0.08,152,"240ty","Granylith-Hargran-Rock outcrop complex_8 to 30 percent slopes",261
45,"Granylith","Yes",1670099,26550186,69.92,6.26,0.04,63,"240ty","Granylith-Hargran-Rock outcrop complex_8 to 30 percent slopes",261
25,"Hargran","Yes",1670099,26550187,38.32,NA,0.14,124,"240ty","Granylith-Hargran-Rock outcrop complex_8 to 30 percent slopes",261
15,"Rock outcrop","Yes",1670099,26550188,NA,NA,NA,NA,"240ty","Granylith-Hargran-Rock outcrop complex_8 to 30 percent slopes",261
3,"Stumpatil","No",1670100,26550189,28,11.2,0.08,152,"250ty","Florand-Lostridge-Fishsnooze association",531
2,"Morscour","No",1670100,26550190,35.54,14,0.08,61,"250ty","Florand-Lostridge-Fishsnooze association",531
3,"Lithnip","No",1670100,26550191,9.58,12.5,0.06,38,"250ty","Florand-Lostridge-Fishsnooze association",531
3,"Aquic Haplocryolls","No",1670100,26550192,28,20.6,0.09,152,"250ty","Florand-Lostridge-Fishsnooze association",531
2,"Typic Cryaquolls","No",1670100,26550193,59.6,11.74,0.06,152,"250ty","Florand-Lostridge-Fishsnooze association",531
2,"Lithnip","No",1670100,26550194,9.58,12.5,0.06,38,"250ty","Florand-Lostridge-Fishsnooze association",531
40,"Florand","Yes",1670100,26550195,28,18.57,0.11,152,"250ty","Florand-Lostridge-Fishsnooze association",531
30,"Lostridge","Yes",1670100,26550196,28,NA,0.11,99,"250ty","Florand-Lostridge-Fishsnooze association",531
15,"Fishsnooze","Yes",1670100,26550197,28,NA,0.09,114,"250ty","Florand-Lostridge-Fishsnooze association",531
1,"Aspocket","No",1670101,26550198,21.54,19.34,0.11,163,"260ty","Hawkridge-Hawkinspeak association",77
2,"Typic Cryaquolls","No",1670101,26550199,59.6,11.74,0.06,152,"260ty","Hawkridge-Hawkinspeak association",77
3,"Thiefridge","No",1670101,26550200,27.92,23.5,0.11,68,"260ty","Hawkridge-Hawkinspeak association",77
4,"Lostridge","No",1670101,26550201,28,NA,0.11,99,"260ty","Hawkridge-Hawkinspeak association",77
3,"Rock outcrop","No",1670101,26550202,NA,NA,NA,NA,"260ty","Hawkridge-Hawkinspeak association",77
2,"Lithnip","No",1670101,26550203,9.58,12.5,0.06,38,"260ty","Hawkridge-Hawkinspeak association",77
35,"Hawkridge","Yes",1670101,26550204,13.32,20.08,0.09,61,"260ty","Hawkridge-Hawkinspeak association",77
30,"Hawkinspeak","Yes",1670101,26550205,17.74,19.97,0.1,109,"260ty","Hawkridge-Hawkinspeak association",77
20,"Hawkinspeak","Yes",1670101,26550206,17.74,19.97,0.1,109,"260ty","Hawkridge-Hawkinspeak association",77
55,"Chaix","Yes",1670104,26550207,28,7.78,0.09,152,"108ef","Chaix-Pilliken coarse sandy loams_30 to 75 percent slopes",569
25,"Pilliken","Yes",1670104,26550208,28,10,0.11,200,"108ef","Chaix-Pilliken coarse sandy loams_30 to 75 percent slopes",569
60,"Chaix","Yes",1670105,26550209,28,10.42,0.09,111,"109ef","Chaix-Rock outcrop complex_30 to 75 percent slopes_N Low Montane",337
20,"Rock outcrop","Yes",1670105,26550210,0,NA,NA,10,"109ef","Chaix-Rock outcrop complex_30 to 75 percent slopes_N Low Montane",337
5,"Cohasset","No",1670105,26550211,NA,NA,NA,NA,"109ef","Chaix-Rock outcrop complex_30 to 75 percent slopes_N Low Montane",337
5,"Hoda","No",1670105,26550212,NA,NA,NA,NA,"109ef","Chaix-Rock outcrop complex_30 to 75 percent slopes_N Low Montane",337
5,"Hotaw","No",1670105,26550213,NA,NA,NA,NA,"109ef","Chaix-Rock outcrop complex_30 to 75 percent slopes_N Low Montane",337
5,"Musick","No",1670105,26550214,NA,NA,NA,NA,"109ef","Chaix-Rock outcrop complex_30 to 75 percent slopes_N Low Montane",337
15,"Cryumbrepts","Yes",1670106,26550215,28,18.88,0.09,155,"220ef","Xerumbrepts-Cryumbrepts_wet association_5 to 50 percent slopes",87
55,"Xerumbrepts","Yes",1670106,26550216,91,12.76,0.08,155,"220ef","Xerumbrepts-Cryumbrepts_wet association_5 to 50 percent slopes",87
20,"Rock outcrop","Yes",1670108,26550217,NA,NA,NA,NA,"210yp","Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex_30 to 80 percent slopes_mountainflanks_metamorphic_mafic_cryic",916
30,"Rubble land","Yes",1670108,26550218,NA,NA,NA,NA,"210yp","Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex_30 to 80 percent slopes_mountainflanks_metamorphic_mafic_cryic",916
20,"Xeric Dystrocryepts","Yes",1670108,26550219,32.04,10.67,0.07,152,"210yp","Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex_30 to 80 percent slopes_mountainflanks_metamorphic_mafic_cryic",916
3,"Humic Dystrocryepts","No",1670108,26550220,NA,NA,NA,NA,"210yp","Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex_30 to 80 percent slopes_mountainflanks_metamorphic_mafic_cryic",916
1,"Water","No",1670108,26550221,NA,NA,NA,NA,"210yp","Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex_30 to 80 percent slopes_mountainflanks_metamorphic_mafic_cryic",916
25,"Typic Cryorthents","Yes",1670108,26550222,17.55,NA,0.09,152,"210yp","Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex_30 to 80 percent slopes_mountainflanks_metamorphic_mafic_cryic",916
1,"Histosols","No",1670108,26550223,NA,NA,NA,NA,"210yp","Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex_30 to 80 percent slopes_mountainflanks_metamorphic_mafic_cryic",916
1,"Histosols","No",1670109,26550224,NA,NA,NA,NA,"224yp","Rock outcrop-Crazymule-Vitrandic Cryorthents association_0 to 45 percent slopes_joints_fractures_scoured_cryic",491
